c3.2xlarge,m3.large,m3.xlarge,pi,tk1,
159302.0,148714.0,161826.0,185131.0,60970.0,
159616.0,152651.0,156275.0,185847.0,56664.0,
163831.0,150601.0,158293.0,192548.0,57167.0,
150754.0,145049.0,158760.0,191766.0,60593.0,
160031.0,147503.0,157461.0,191210.0,61517.0,
160444.0,149346.0,157647.0,192969.0,59231.0,
165803.0,150548.0,157643.0,189286.0,58267.0,
169605.0,146881.0,158562.0,191946.0,67386.0,
162083.0,148735.0,159006.0,179821.0,59595.0,
164923.0,153102.0,161270.0,186140.0,58643.0,
168924.0,147610.0,156932.0,188576.0,60420.0,
163776.0,149077.0,164025.0,187445.0,58064.0,
165967.0,149545.0,156485.0,185050.0,59249.0,
162693.0,150733.0,155776.0,189505.0,59941.0,
159542.0,152452.0,159694.0,191848.0,61864.0,
163753.0,149844.0,156847.0,186401.0,64636.0,
158688.0,151662.0,155251.0,191009.0,58646.0,
162425.0,148937.0,159158.0,186600.0,57962.0,
167241.0,151242.0,156810.0,192985.0,61134.0,
160185.0,153469.0,156977.0,192758.0,60818.0,
172004.0,153117.0,163168.0,185659.0,58447.0,
166349.0,148999.0,157749.0,189504.0,59000.0,
168921.0,156136.0,160323.0,193177.0,56668.0,
166219.0,156176.0,161581.0,193479.0,57717.0,
165237.0,155900.0,159948.0,190154.0,62627.0,
161964.0,155380.0,159126.0,188777.0,58949.0,
163772.0,153540.0,166460.0,191703.0,55777.0,
166066.0,154742.0,165424.0,188956.0,54284.0,
165098.0,157450.0,163969.0,193130.0,57785.0,
167246.0,156713.0,160208.0,172184.0,59557.0,
170005.0,157814.0,156407.0,194394.0,60263.0,
167311.0,154893.0,165751.0,181267.0,63686.0,
161032.0,158190.0,163858.0,190223.0,58115.0,
161744.0,156968.0,162320.0,191473.0,58665.0,
162354.0,157765.0,165897.0,195243.0,61638.0,
163624.0,157724.0,165440.0,193252.0,64280.0,
165576.0,159846.0,163833.0,198020.0,63013.0,
163584.0,157064.0,164933.0,196469.0,59326.0,
165692.0,159449.0,162508.0,180981.0,61030.0,
167226.0,157422.0,160751.0,191100.0,66779.0,
164440.0,159137.0,162029.0,192481.0,59231.0,
172588.0,159889.0,167270.0,200848.0,58829.0,
173010.0,159183.0,166229.0,196057.0,63319.0,
170483.0,160683.0,163034.0,198712.0,67645.0,
176184.0,158734.0,164036.0,196189.0,65404.0,
172402.0,161127.0,166199.0,191786.0,59776.0,
167775.0,158832.0,165229.0,200482.0,57536.0,
173329.0,160757.0,162081.0,188603.0,63480.0,
174070.0,161188.0,167374.0,198711.0,66165.0,
166523.0,160019.0,167067.0,197013.0,64485.0,
166822.0,159426.0,166060.0,198035.0,59294.0,
172870.0,162220.0,167133.0,197105.0,60704.0,
173404.0,160857.0,163205.0,194901.0,64701.0,
170137.0,163400.0,161558.0,204601.0,59479.0,
171878.0,160868.0,164200.0,197148.0,62021.0,
167964.0,160670.0,164890.0,199192.0,63451.0,
164294.0,162769.0,168980.0,194079.0,64094.0,
172743.0,162800.0,165400.0,202661.0,63319.0,
173844.0,161866.0,164621.0,199946.0,63674.0,
171459.0,162347.0,166414.0,197412.0,60132.0,
174884.0,163852.0,163417.0,195172.0,63355.0,
177849.0,165500.0,168634.0,188869.0,65372.0,
173338.0,165356.0,164241.0,201617.0,62176.0,
172903.0,162936.0,165775.0,200615.0,63027.0,
174048.0,164759.0,166541.0,198732.0,59785.0,
169287.0,163559.0,169758.0,195575.0,65704.0,
172872.0,163081.0,166800.0,197814.0,63966.0,
174157.0,163304.0,170874.0,207332.0,64227.0,
177386.0,164282.0,173278.0,198786.0,66601.0,
174376.0,166871.0,169777.0,194710.0,64730.0,
172923.0,166130.0,170422.0,200610.0,65098.0,
174779.0,165364.0,167268.0,204082.0,65591.0,
174711.0,167278.0,167055.0,202710.0,64413.0,
173407.0,166189.0,170259.0,208223.0,63097.0,
173997.0,168007.0,169809.0,206126.0,66412.0,
176032.0,165807.0,173288.0,204515.0,63241.0,
177806.0,166094.0,172057.0,197708.0,63646.0,
169834.0,167351.0,173534.0,198405.0,64537.0,
174322.0,167047.0,173991.0,202314.0,58888.0,
171379.0,166367.0,173584.0,194180.0,68594.0,
170909.0,168014.0,172219.0,204794.0,70592.0,
179587.0,167130.0,166861.0,205932.0,60402.0,
181570.0,165818.0,169983.0,202929.0,66154.0,
176295.0,168750.0,169566.0,203245.0,63488.0,
179003.0,168675.0,168252.0,202501.0,63723.0,
179279.0,167372.0,171557.0,205261.0,63168.0,
172960.0,169235.0,178327.0,207479.0,63951.0,
177764.0,165922.0,174152.0,210000.0,64165.0,
182425.0,167468.0,168202.0,203979.0,60661.0,
180353.0,168359.0,172762.0,194854.0,62046.0,
176898.0,168473.0,173444.0,204257.0,64218.0,
176760.0,170342.0,173262.0,201965.0,60816.0,
176420.0,170488.0,173284.0,207378.0,66345.0,
180801.0,170495.0,172504.0,206783.0,68334.0,
169828.0,167310.0,171616.0,210089.0,66051.0,
176541.0,165023.0,176679.0,211264.0,62241.0,
177564.0,168993.0,178515.0,215444.0,66687.0,
174463.0,168879.0,180072.0,207730.0,67297.0,
175805.0,168671.0,177316.0,199942.0,67795.0,
177088.0,170065.0,173887.0,210417.0,68676.0,
176962.0,171105.0,178634.0,204718.0,64990.0,
184391.0,168513.0,180601.0,210624.0,70259.0,
178156.0,170923.0,175769.0,211257.0,62524.0,
183680.0,171832.0,175547.0,207117.0,69868.0,
185012.0,168872.0,178302.0,197656.0,67592.0,
183566.0,172397.0,175097.0,205422.0,63232.0,
181893.0,173532.0,172551.0,209782.0,66452.0,
186543.0,173074.0,175286.0,200873.0,64568.0,
182993.0,170133.0,176517.0,206421.0,73373.0,
187974.0,167997.0,173568.0,215314.0,68048.0,
188271.0,170913.0,175255.0,209790.0,67053.0,
188493.0,170015.0,178279.0,208260.0,65441.0,
187603.0,171620.0,178559.0,204748.0,65299.0,
189607.0,167356.0,173983.0,209149.0,64110.0,
181401.0,170561.0,175766.0,215550.0,73803.0,
181818.0,170985.0,174572.0,212635.0,64749.0,
186982.0,168661.0,174672.0,209386.0,70275.0,
188316.0,174798.0,181123.0,200171.0,67307.0,
183066.0,172322.0,180323.0,211305.0,68268.0,
180122.0,175174.0,180052.0,215568.0,68798.0,
181998.0,175221.0,177386.0,204746.0,62837.0,
184010.0,175798.0,174323.0,213676.0,75573.0,
187131.0,177175.0,181571.0,214348.0,66139.0,
175716.0,176201.0,181371.0,212586.0,66541.0,
179702.0,170778.0,175436.0,205210.0,66081.0,
174150.0,175922.0,180953.0,217495.0,70643.0,
173790.0,173120.0,177022.0,218642.0,64258.0,
183807.0,170201.0,176151.0,218555.0,70376.0,
186594.0,173504.0,177726.0,213981.0,65809.0,
186765.0,173141.0,182268.0,217167.0,69938.0,
182265.0,177735.0,187264.0,220548.0,68909.0,
191004.0,178952.0,177431.0,216453.0,67049.0,
187045.0,175896.0,181245.0,218722.0,66671.0,
187943.0,178222.0,187044.0,216498.0,68663.0,
191543.0,179179.0,185073.0,218574.0,69094.0,
187383.0,178635.0,186748.0,213712.0,72707.0,
188623.0,177535.0,182143.0,220111.0,72184.0,
190042.0,177443.0,188213.0,217069.0,69679.0,
185318.0,180749.0,180023.0,222962.0,68920.0,
190114.0,175031.0,184268.0,219600.0,70595.0,
189106.0,173589.0,184252.0,214956.0,65472.0,
187866.0,175184.0,184119.0,218758.0,69574.0,
187413.0,174003.0,186039.0,221186.0,70262.0,
183510.0,180283.0,179941.0,213517.0,66825.0,
187058.0,181318.0,186043.0,222332.0,70782.0,
186414.0,180303.0,188526.0,215238.0,73744.0,
188058.0,180968.0,189697.0,226372.0,64298.0,
187909.0,179831.0,191929.0,221619.0,68826.0,
189714.0,182652.0,190119.0,217975.0,72011.0,
191440.0,179329.0,185863.0,220081.0,71583.0,
192596.0,179023.0,188239.0,224902.0,66856.0,
189529.0,177198.0,185548.0,217185.0,69321.0,
187164.0,176144.0,188118.0,222988.0,69564.0,
192586.0,178838.0,186405.0,215556.0,63307.0,
192899.0,181373.0,184333.0,221265.0,73281.0,
193035.0,181194.0,186743.0,215722.0,69222.0,
194515.0,180168.0,191481.0,222526.0,73498.0,
196881.0,181709.0,187961.0,222392.0,67846.0,
181955.0,177218.0,188854.0,216177.0,71600.0,
191308.0,178722.0,185689.0,229570.0,69640.0,
174084.0,182112.0,187583.0,218721.0,69253.0,
183507.0,181967.0,190731.0,212727.0,70236.0,
180166.0,180308.0,186530.0,213919.0,69982.0,
181011.0,182691.0,192071.0,220090.0,69408.0,
183882.0,183002.0,189111.0,212198.0,69541.0,
189998.0,184096.0,188007.0,226925.0,70771.0,
186014.0,183282.0,191561.0,224625.0,70172.0,
186460.0,182328.0,189418.0,210429.0,67684.0,
191827.0,186217.0,194274.0,204333.0,69312.0,
191966.0,184210.0,194337.0,223625.0,70882.0,
191445.0,186193.0,190585.0,210992.0,69855.0,
190364.0,186082.0,189453.0,218354.0,71445.0,
196096.0,185623.0,188993.0,228149.0,75080.0,
196099.0,178951.0,186852.0,220220.0,72040.0,
195106.0,181650.0,188592.0,228607.0,70887.0,
185798.0,181701.0,191389.0,205838.0,72154.0,
193782.0,181096.0,194362.0,226329.0,69708.0,
192804.0,180243.0,194224.0,233626.0,73289.0,
189359.0,180742.0,193352.0,224763.0,70134.0,
195402.0,180926.0,192576.0,206510.0,74614.0,
201419.0,183960.0,188036.0,226734.0,69580.0,
201165.0,186195.0,192731.0,233562.0,73379.0,
183970.0,186128.0,196347.0,226619.0,69654.0,
201105.0,185182.0,187917.0,227835.0,66320.0,
193647.0,189559.0,190659.0,220786.0,66715.0,
194943.0,187178.0,188563.0,218669.0,68202.0,
194225.0,186338.0,190022.0,227974.0,74451.0,
200226.0,184686.0,193210.0,223536.0,71654.0,
198760.0,185151.0,194211.0,227457.0,70986.0,
200172.0,184773.0,193910.0,229878.0,77214.0,
190883.0,189194.0,193662.0,227145.0,76033.0,
189120.0,189035.0,196131.0,225214.0,74568.0,
192585.0,189261.0,195395.0,233111.0,74262.0,
200189.0,185443.0,191855.0,211269.0,70191.0,
193001.0,185331.0,191862.0,226449.0,71425.0,
199772.0,184784.0,198329.0,224773.0,69457.0,
195614.0,187604.0,193403.0,227316.0,70144.0,
188972.0,185646.0,195456.0,224882.0,66986.0,
196348.0,189213.0,192095.0,227224.0,67471.0,
193879.0,184462.0,197686.0,227530.0,67826.0,
199023.0,186208.0,194877.0,231157.0,71389.0,
198903.0,185150.0,194651.0,228323.0,79051.0,
198620.0,191890.0,201793.0,235063.0,67659.0,
199971.0,193748.0,196215.0,225212.0,70919.0,
199487.0,192532.0,196532.0,229611.0,71272.0,
196067.0,191677.0,192275.0,230054.0,74521.0,
196962.0,187908.0,197867.0,228756.0,72862.0,
198032.0,188846.0,201513.0,225076.0,70409.0,
195900.0,193013.0,197533.0,230795.0,70527.0,
189401.0,194796.0,196391.0,238946.0,69668.0,
202975.0,194803.0,198073.0,227880.0,69948.0,
202594.0,193984.0,200460.0,224439.0,69564.0,
197197.0,191216.0,195902.0,229429.0,70561.0,
206451.0,198498.0,201716.0,232170.0,76479.0,
200504.0,194633.0,203645.0,236844.0,76357.0,
205702.0,195521.0,200597.0,236682.0,76547.0,
205783.0,190793.0,203264.0,222991.0,71106.0,
198641.0,196259.0,196184.0,227932.0,72466.0,
207599.0,188971.0,200392.0,237179.0,67739.0,
205103.0,190776.0,197976.0,239076.0,80668.0,
199529.0,194687.0,200157.0,231403.0,71603.0,
200046.0,196969.0,205108.0,238525.0,77431.0,
199439.0,196977.0,203745.0,231845.0,69863.0,
202216.0,195195.0,198933.0,224468.0,72880.0,
205096.0,197182.0,200121.0,231939.0,76824.0,
195882.0,198128.0,202213.0,235265.0,70760.0,
200730.0,197406.0,203208.0,237055.0,75370.0,
196266.0,196321.0,200636.0,236728.0,69991.0,
191305.0,195409.0,202719.0,234275.0,70844.0,
201117.0,199572.0,202263.0,234302.0,72242.0,
205501.0,199080.0,202895.0,231436.0,73679.0,
206899.0,200841.0,203451.0,234434.0,76024.0,
207912.0,197664.0,198804.0,238846.0,78325.0,
204847.0,197765.0,202970.0,232802.0,76529.0,
201422.0,198808.0,200746.0,239566.0,75311.0,
204256.0,196535.0,205467.0,235781.0,67770.0,
205831.0,199771.0,206265.0,245927.0,76387.0,
202228.0,198388.0,204220.0,233245.0,76572.0,
192202.0,201100.0,204765.0,234888.0,72048.0,
200080.0,198762.0,206670.0,229907.0,73341.0,
193937.0,200318.0,210643.0,239042.0,74965.0,
197928.0,198018.0,202529.0,241195.0,75923.0,
212162.0,197975.0,204546.0,243301.0,79210.0,
207695.0,200635.0,203890.0,230748.0,75465.0,
200264.0,201064.0,206487.0,236631.0,67731.0,
204709.0,201446.0,202601.0,246245.0,70387.0,
205163.0,201919.0,203675.0,242030.0,71792.0,
210521.0,203604.0,207803.0,236832.0,81307.0,
198168.0,201919.0,206165.0,239949.0,75700.0,
197717.0,202252.0,207476.0,244354.0,77903.0,
210443.0,200536.0,208685.0,233933.0,75255.0,
211828.0,200945.0,208312.0,237204.0,77317.0,
204774.0,201476.0,205580.0,240867.0,76345.0,
209312.0,203797.0,203873.0,240423.0,74768.0,
208782.0,202265.0,206226.0,225892.0,75169.0,
198503.0,202630.0,211227.0,239232.0,72608.0,
203733.0,203324.0,207988.0,231717.0,75306.0,
213946.0,203622.0,207721.0,244224.0,77857.0,
207691.0,201525.0,209728.0,234274.0,78930.0,
215792.0,202356.0,210129.0,249067.0,81011.0,
212283.0,203777.0,207688.0,245711.0,74631.0,
217335.0,204512.0,208070.0,244618.0,75522.0,
207592.0,202351.0,205421.0,238769.0,80023.0,
210065.0,201185.0,204334.0,242184.0,77406.0,
209410.0,203758.0,211159.0,246160.0,75628.0,
209468.0,203366.0,213087.0,242486.0,74687.0,
217082.0,205985.0,213367.0,243636.0,79372.0,
209798.0,206022.0,209409.0,232873.0,77849.0,
219389.0,205835.0,208163.0,232495.0,77067.0,
211696.0,205452.0,212626.0,246161.0,80628.0,
213085.0,204404.0,214255.0,238465.0,76554.0,
216095.0,207059.0,209403.0,247933.0,81356.0,
218061.0,206232.0,209149.0,247555.0,79646.0,
211060.0,204545.0,209016.0,223040.0,77277.0,
218918.0,206580.0,214668.0,246864.0,81766.0,
218444.0,207203.0,208544.0,246936.0,73663.0,
218003.0,208455.0,216444.0,242363.0,78932.0,
206209.0,208739.0,210227.0,247305.0,75270.0,
212265.0,207273.0,210984.0,251919.0,79508.0,
211494.0,203883.0,211484.0,244849.0,78288.0,
211752.0,207094.0,214025.0,241671.0,73938.0,
208476.0,210027.0,217499.0,250003.0,79137.0,
211769.0,208296.0,220248.0,246578.0,76394.0,
215039.0,204778.0,223121.0,248459.0,78419.0,
207843.0,203742.0,218430.0,252898.0,74092.0,
217690.0,208851.0,213356.0,249432.0,76975.0,
209616.0,203743.0,217241.0,253012.0,81227.0,
218083.0,207953.0,213505.0,243009.0,82165.0,
210054.0,204798.0,213060.0,251764.0,79293.0,
207360.0,204285.0,214623.0,256180.0,81649.0,
217462.0,210230.0,215499.0,247366.0,77750.0,
204762.0,211505.0,210549.0,247930.0,79643.0,
217895.0,211362.0,214722.0,248793.0,77896.0,
215603.0,207371.0,215858.0,244027.0,78548.0,
216334.0,202761.0,214206.0,248739.0,73932.0,
214945.0,206278.0,218207.0,246633.0,76671.0,
216173.0,208819.0,216057.0,251061.0,73866.0,
215938.0,208977.0,213157.0,243016.0,78639.0,
217063.0,210582.0,216095.0,246170.0,76498.0,
214143.0,204866.0,223095.0,247951.0,76153.0,
215430.0,203937.0,215596.0,251259.0,81084.0,
221911.0,206364.0,220871.0,247908.0,77357.0,
225938.0,205517.0,224192.0,252859.0,79623.0,
210190.0,206901.0,215169.0,246619.0,78131.0,
220273.0,213075.0,219098.0,246630.0,83818.0,
219883.0,213569.0,218567.0,254648.0,85251.0,
222205.0,212253.0,216078.0,258841.0,80330.0,
209049.0,213778.0,220098.0,249448.0,81526.0,
220353.0,217297.0,218476.0,260535.0,76106.0,
208643.0,207318.0,216926.0,246687.0,74590.0,
219852.0,210661.0,219173.0,247926.0,84045.0,
217684.0,211608.0,222656.0,254093.0,81531.0,
210332.0,213876.0,223081.0,254896.0,83592.0,
213225.0,214617.0,224646.0,253023.0,81434.0,
215779.0,211854.0,219276.0,245853.0,82408.0,
224720.0,214639.0,218636.0,245590.0,80583.0,
210731.0,215854.0,226723.0,252201.0,84641.0,
214395.0,213058.0,225277.0,244469.0,79913.0,
222700.0,206696.0,217923.0,259173.0,75650.0,
218159.0,210178.0,215911.0,250414.0,85414.0,
220434.0,214306.0,217903.0,258245.0,76016.0,
223445.0,210211.0,217515.0,251730.0,79695.0,
215765.0,209863.0,222818.0,257878.0,80081.0,
206970.0,211489.0,222799.0,257905.0,80076.0,
215985.0,213036.0,222544.0,247901.0,76087.0,
219909.0,216074.0,222385.0,255722.0,80184.0,
222414.0,215095.0,222427.0,261102.0,84043.0,
222373.0,215892.0,219980.0,252085.0,78101.0,
213733.0,211767.0,221421.0,257547.0,80865.0,
214238.0,209877.0,221369.0,250454.0,77544.0,
221447.0,217193.0,217467.0,256617.0,78648.0,
