AL-9,16, 560.0,356
AL-9,16, 533.0,356
AL-9,15, 544.0,356
AL-9,15, 543.0,356
AL-9,14, 565.0,356
AL-9,14, 528.0,356
AL-9,13, 554.0,356
AL-9,13, 550.0,356
AL-9,13, 532.0,356
AL-9,12, 573.0,356
AL-9,12, 565.0,356
AL-9,12, 551.0,356
AL-9,11, 544.0,356
AL-9,11, 516.0,356
AL-9,11, 506.0,356
AL-9,10, 539.0,356
AL-9,10, 514.0,356
AL-9,10, 512.0,356
AL-8,9, 524.0,333
AL-8,9, 518.0,333
AL-8,9, 513.0,333
AL-8,16, 514.0,333
AL-8,16, 498.0,333
AL-8,15, 508.0,333
AL-8,15, 507.0,333
AL-8,14, 528.0,333
AL-8,14, 507.0,333
AL-8,13, 525.0,333
AL-8,13, 519.0,333
AL-8,13, 494.0,333
AL-8,12, 549.0,333
AL-8,12, 543.0,333
AL-8,12, 531.0,333
AL-8,11, 534.0,333
AL-8,11, 518.0,333
AL-8,11, 495.0,333
AL-8,10, 543.0,333
AL-8,10, 537.0,333
AL-8,10, 511.0,333
AL-7,9, 547.0,358
AL-7,9, 543.0,358
AL-7,9, 537.0,358
AL-7,8, 593.0,358
AL-7,8, 570.0,358
AL-7,8, 556.0,358
AL-7,16, 565.0,358
AL-7,16, 546.0,358
AL-7,15, 562.0,358
AL-7,15, 557.0,358
AL-7,14, 555.0,358
AL-7,14, 526.0,358
AL-7,13, 537.0,358
AL-7,13, 520.0,358
AL-7,13, 511.0,358
AL-7,12, 573.0,358
AL-7,12, 547.0,358
AL-7,12, 540.0,358
AL-7,11, 578.0,358
AL-7,11, 543.0,358
AL-7,11, 517.0,358
AL-7,10, 564.0,358
AL-7,10, 541.0,358
AL-7,10, 531.0,358
AL-6,9, 550.0,376
AL-6,9, 548.0,376
AL-6,9, 544.0,376
AL-6,8, 570.0,376
AL-6,8, 562.0,376
AL-6,8, 510.0,376
AL-6,7, 578.0,376
AL-6,7, 550.0,376
AL-6,7, 534.0,376
AL-6,16, 595.0,376
AL-6,16, 556.0,376
AL-6,15, 546.0,376
AL-6,15, 543.0,376
AL-6,14, 554.0,376
AL-6,14, 539.0,376
AL-6,13, 584.0,376
AL-6,13, 572.0,376
AL-6,13, 566.0,376
AL-6,12, 570.0,376
AL-6,12, 567.0,376
AL-6,12, 547.0,376
AL-6,11, 570.0,376
AL-6,11, 551.0,376
AL-6,11, 540.0,376
AL-6,10, 555.0,376
AL-6,10, 541.0,376
AL-6,10, 531.0,376
AL-5,9, 530.0,329
AL-5,9, 511.0,329
AL-5,9, 510.0,329
AL-5,8, 518.0,329
AL-5,8, 502.0,329
AL-5,8, 493.0,329
AL-5,7, 550.0,329
AL-5,7, 512.0,329
AL-5,7, 490.0,329
AL-5,6, 518.0,329
AL-5,6, 515.0,329
AL-5,6, 512.0,329
AL-5,16, 536.0,329
AL-5,16, 505.0,329
AL-5,15, 551.0,329
AL-5,15, 534.0,329
AL-5,14, 524.0,329
AL-5,14, 507.0,329
AL-5,13, 524.0,329
AL-5,13, 517.0,329
AL-5,13, 509.0,329
AL-5,12, 555.0,329
AL-5,12, 545.0,329
AL-5,12, 523.0,329
AL-5,11, 526.0,329
AL-5,11, 512.0,329
AL-5,11, 497.0,329
AL-5,10, 527.0,329
AL-5,10, 524.0,329
AL-5,10, 1696.0,329
AL-4,9, 553.0,351
AL-4,9, 542.0,351
AL-4,9, 532.0,351
AL-4,8, 611.0,351
AL-4,8, 543.0,351
AL-4,8, 539.0,351
AL-4,7, 531.0,351
AL-4,7, 523.0,351
AL-4,7, 510.0,351
AL-4,6, 570.0,351
AL-4,6, 529.0,351
AL-4,6, 524.0,351
AL-4,5, 553.0,351
AL-4,5, 543.0,351
AL-4,5, 528.0,351
AL-4,16, 559.0,351
AL-4,16, 498.0,351
AL-4,15, 541.0,351
AL-4,15, 524.0,351
AL-4,14, 578.0,351
AL-4,14, 534.0,351
AL-4,13, 570.0,351
AL-4,13, 536.0,351
AL-4,13, 495.0,351
AL-4,12, 539.0,351
AL-4,12, 533.0,351
AL-4,12, 1929.0,351
AL-4,11, 544.0,351
AL-4,11, 540.0,351
AL-4,11, 535.0,351
AL-4,10, 553.0,351
AL-4,10, 526.0,351
AL-4,10, 523.0,351
AL-3,9, 515.0,324
AL-3,9, 502.0,324
AL-3,9, 495.0,324
AL-3,8, 530.0,324
AL-3,8, 512.0,324
AL-3,8, 487.0,324
AL-3,7, 514.0,324
AL-3,7, 500.0,324
AL-3,7, 490.0,324
AL-3,6, 541.0,324
AL-3,6, 515.0,324
AL-3,6, 488.0,324
AL-3,5, 523.0,324
AL-3,5, 522.0,324
AL-3,5, 494.0,324
AL-3,4, 514.0,324
AL-3,4, 500.0,324
AL-3,4, 498.0,324
AL-3,16, 541.0,324
AL-3,16, 524.0,324
AL-3,15, 530.0,324
AL-3,15, 519.0,324
AL-3,14, 524.0,324
AL-3,14, 521.0,324
AL-3,13, 510.0,324
AL-3,13, 508.0,324
AL-3,13, 496.0,324
AL-3,12, 523.0,324
AL-3,12, 512.0,324
AL-3,12, 511.0,324
AL-3,11, 544.0,324
AL-3,11, 505.0,324
AL-3,11, 505.0,324
AL-3,10, 556.0,324
AL-3,10, 504.0,324
AL-3,10, 492.0,324
AL-2,9, 552.0,353
AL-2,9, 517.0,353
AL-2,9, 516.0,353
AL-2,8, 551.0,353
AL-2,8, 537.0,353
AL-2,8, 505.0,353
AL-2,7, 534.0,353
AL-2,7, 527.0,353
AL-2,7, 513.0,353
AL-2,6, 546.0,353
AL-2,6, 545.0,353
AL-2,6, 526.0,353
AL-2,5, 538.0,353
AL-2,5, 514.0,353
AL-2,5, 510.0,353
AL-2,4, 519.0,353
AL-2,4, 515.0,353
AL-2,4, 510.0,353
AL-2,3, 532.0,353
AL-2,3, 518.0,353
AL-2,3, 505.0,353
AL-2,16, 548.0,353
AL-2,16, 521.0,353
AL-2,15, 531.0,353
AL-2,15, 526.0,353
AL-2,14, 533.0,353
AL-2,14, 508.0,353
AL-2,13, 554.0,353
AL-2,13, 529.0,353
AL-2,13, 521.0,353
AL-2,12, 545.0,353
AL-2,12, 543.0,353
AL-2,12, 540.0,353
AL-2,11, 559.0,353
AL-2,11, 535.0,353
AL-2,11, 531.0,353
AL-2,10, 538.0,353
AL-2,10, 527.0,353
AL-2,10, 506.0,353
AL-15,16, 550.0,341
AL-15,16, 513.0,341
AL-14,16, 533.0,353
AL-14,16, 528.0,353
AL-14,15, 525.0,353
AL-14,15, 525.0,353
AL-13,16, 538.0,342
AL-13,16, 516.0,342
AL-13,15, 545.0,342
AL-13,15, 526.0,342
AL-13,14, 571.0,342
AL-13,14, 512.0,342
AL-12,16, 550.0,324
AL-12,16, 508.0,324
AL-12,15, 497.0,324
AL-12,15, 485.0,324
AL-12,14, 514.0,324
AL-12,14, 513.0,324
AL-12,13, 523.0,324
AL-12,13, 506.0,324
AL-12,13, 506.0,324
AL-11,16, 547.0,324
AL-11,16, 525.0,324
AL-11,15, 516.0,324
AL-11,15, 497.0,324
AL-11,14, 546.0,324
AL-11,14, 523.0,324
AL-11,13, 515.0,324
AL-11,13, 506.0,324
AL-11,13, 503.0,324
AL-11,12, 529.0,324
AL-11,12, 528.0,324
AL-11,12, 524.0,324
AL-10,16, 562.0,348
AL-10,16, 531.0,348
AL-10,15, 521.0,348
AL-10,15, 506.0,348
AL-10,14, 531.0,348
AL-10,14, 524.0,348
AL-10,13, 528.0,348
AL-10,13, 528.0,348
AL-10,13, 523.0,348
AL-10,12, 540.0,348
AL-10,12, 531.0,348
AL-10,12, 515.0,348
AL-10,11, 554.0,348
AL-10,11, 537.0,348
AL-10,11, 527.0,348
AL-1,9, 515.0,344
AL-1,9, 496.0,344
AL-1,9, 1335.0,344
AL-1,8, 541.0,344
AL-1,8, 529.0,344
AL-1,8, 517.0,344
AL-1,7, 529.0,344
AL-1,7, 521.0,344
AL-1,7, 519.0,344
AL-1,6, 544.0,344
AL-1,6, 522.0,344
AL-1,6, 513.0,344
AL-1,5, 553.0,344
AL-1,5, 517.0,344
AL-1,5, 514.0,344
AL-1,4, 538.0,344
AL-1,4, 522.0,344
AL-1,4, 518.0,344
AL-1,3, 514.0,344
AL-1,3, 509.0,344
AL-1,3, 505.0,344
AL-1,2, 541.0,344
AL-1,2, 509.0,344
AL-1,2, 495.0,344
AL-1,16, 531.0,344
AL-1,16, 530.0,344
AL-1,15, 560.0,344
AL-1,15, 519.0,344
AL-1,14, 538.0,344
AL-1,14, 536.0,344
AL-1,13, 544.0,344
AL-1,13, 524.0,344
AL-1,13, 523.0,344
AL-1,12, 566.0,344
AL-1,12, 530.0,344
AL-1,12, 530.0,344
AL-1,11, 541.0,344
AL-1,11, 519.0,344
AL-1,11, 514.0,344
AL-1,10, 526.0,344
AL-1,10, 522.0,344
AL-1,10, 522.0,344
AL-0,9, 531.0,376
AL-0,9, 502.0,376
AL-0,9, 497.0,376
AL-0,8, 536.0,376
AL-0,8, 505.0,376
AL-0,8, 497.0,376
AL-0,7, 515.0,376
AL-0,7, 497.0,376
AL-0,7, 488.0,376
AL-0,6, 524.0,376
AL-0,6, 521.0,376
AL-0,6, 497.0,376
AL-0,5, 512.0,376
AL-0,5, 510.0,376
AL-0,5, 503.0,376
AL-0,4, 537.0,376
AL-0,4, 525.0,376
AL-0,4, 521.0,376
AL-0,3, 531.0,376
AL-0,3, 522.0,376
AL-0,3, 504.0,376
AL-0,2, 541.0,376
AL-0,2, 517.0,376
AL-0,2, 2364.0,376
AL-0,16, 534.0,376
AL-0,16, 521.0,376
AL-0,15, 516.0,376
AL-0,15, 514.0,376
AL-0,14, 604.0,376
AL-0,14, 517.0,376
AL-0,13, 540.0,376
AL-0,13, 520.0,376
AL-0,13, 494.0,376
AL-0,12, 537.0,376
AL-0,12, 520.0,376
AL-0,12, 514.0,376
AL-0,11, 508.0,376
AL-0,11, 508.0,376
AL-0,11, 502.0,376
AL-0,10, 531.0,376
AL-0,10, 500.0,376
AL-0,10, 496.0,376
AL-0,1, 512.0,376
AL-0,1, 509.0,376
AL-0,1, 503.0,376
AL-0,1, 500.0,376
AL-0,1, 489.0,376
